Date,Revenue,COGS,gross_profit,is_loss_leader_day
2012-10-24,3829179.99,3037851.31,791328.6800000002,0
2012-10-25,3104460.52,2528526.7,575933.8199999998,0
2012-10-26,2138927.17,1671777.12,467150.0499999998,0
2012-10-27,2816872.34,2296869.06,520003.2799999998,0
2012-10-28,6259883.83,5044146.85,1215736.9800000004,0
2012-10-29,5424539.1,4294440.71,1130098.3899999997,0
2012-10-30,6347274.89,5049887.71,1297387.1799999997,0
2012-10-31,4942677.89,3871571.88,1071106.0099999998,0
2012-11-01,5536748.35,4440955.34,1095793.0099999998,0
2012-11-02,1936831.08,1547786.14,389044.9400000002,0
2012-11-03,2911848.61,2151815.97,760032.6399999997,0
2012-11-04,2658832.75,2131401.7,527431.0499999998,0
2012-11-05,3332448.46,2732792.99,599655.4699999997,0
2012-11-06,3439495.01,2809375.18,630119.8299999996,0
2012-11-07,1969815.91,1538155.1,431660.8099999998,0
2012-11-08,2197716.17,1723412.77,474303.3999999999,0
2012-11-09,2920310.06,2308918.6,611391.46,0
2012-11-10,3124993.27,2475389.25,649604.02,0
2012-11-11,3484874.3,2713727.18,771147.1199999996,0
2012-11-12,3806978.06,3077336.49,729641.5699999998,0
2012-11-13,3848498.06,3048755.92,799742.1400000001,0
2012-11-14,3213518.64,2550177.92,663340.7200000002,0
2012-11-15,2996358.37,2282178.26,714180.1100000003,0
2012-11-16,2851503.98,2255928.16,595575.8199999998,0
2012-11-17,3258479.4,2499839.57,758639.8300000001,0
2012-11-18,3292697.97,2632996.71,659701.2600000002,0
2012-11-19,4654711.93,3714724.53,939987.3999999999,0
2012-11-20,3532139.01,2841184.71,690954.2999999998,0
2012-11-21,3144567.59,2465022.82,679544.77,0
2012-11-22,2661394.83,2082526.75,578868.0800000001,0
2012-11-23,3625609.77,2879673.14,745936.6299999999,0
2012-11-24,2283866.51,1759438.38,524428.1299999999,0
2012-11-25,2891169.43,2288045.69,603123.7400000002,0
2012-11-26,3626699.25,2942841.67,683857.5800000001,0
2012-11-27,4703189.22,3751057.26,952131.96,0
2012-11-28,3980270.66,3143037.5,837233.1600000001,0
2012-11-29,3116036.61,2564940.27,551096.3399999999,0
2012-11-30,3184691.98,2466641.44,718050.54,0
2012-12-01,3064822.76,2435991.34,628831.4199999999,0
2012-12-02,1765509.34,1464812.23,300697.1100000001,0
2012-12-03,2315389.05,1807129.65,508259.3999999999,0
2012-12-04,2382954.42,1864688.02,518266.3999999999,0
2012-12-05,2286277.45,1849992.69,436284.76000000024,0
2012-12-06,2733678.5,2184618.1,549060.3999999999,0
2012-12-07,2065198.04,1633326.72,431871.32000000007,0
2012-12-08,2087384.34,1719369.91,368014.43000000017,0
2012-12-09,2430122.78,1883727.02,546395.7599999998,0
2012-12-10,2542389.69,2015472.58,526917.1099999999,0
2012-12-11,3699430.17,3001083.16,698347.0099999998,0
2012-12-12,4386420.92,3545221.89,841199.0299999998,0
2012-12-13,2326824.81,1839144.84,487679.97,0
2012-12-14,2659317.57,2101555.8,557761.77,0
2012-12-15,3385542.75,2693057.28,692485.4700000002,0
2012-12-16,3484853.43,2706611.68,778241.75,0
2012-12-17,4281691.85,3433745.61,847946.2399999998,0
2012-12-18,4394537.67,3473710.24,920827.4299999997,0
2012-12-19,3785472.73,3004383.53,781089.2000000002,0
2012-12-20,3905985.95,3132486.67,773499.2800000003,0
2012-12-21,3966203.09,3174444.37,791758.7199999997,0
2012-12-22,3225123.87,2559516.54,665607.3300000001,0
2012-12-23,2151580.15,1770780.57,380799.57999999984,0
2012-12-24,3297376.6,2599138.83,698237.77,0
2012-12-25,4917024.98,3856446.89,1060578.0900000003,0
2012-12-26,3285221.25,2658633.45,626587.7999999998,0
2012-12-27,4994041.71,3924374.73,1069666.98,0
2012-12-28,8573663.31,6682336.48,1891326.83,0
2012-12-29,7842913.37,6260959.87,1581953.5,0
2012-12-30,6511908.92,5180121.12,1331787.7999999998,0
2012-12-31,5573749.22,4432224.44,1141524.7799999993,0
2013-01-01,5304546.99,4156070.2,1148476.79,0
2013-01-02,1606940.44,1237497.84,369442.59999999986,0
2013-01-03,2281680.01,1832133.02,449546.98999999976,0
2013-01-04,2376895.46,1940747.07,436148.3899999999,0
2013-01-05,2509462.77,1977027.71,532435.06,0
2013-01-06,2603356.52,2060481.76,542874.76,0
2013-01-07,3048100.39,2452517.39,595583.0,0
2013-01-08,2449700.42,1973182.14,476518.28,0
2013-01-09,2049715.7,1654806.5,394909.19999999995,0
2013-01-10,2794331.46,2122153.07,672178.3900000001,0
2013-01-11,2343077.25,1805692.13,537385.1200000001,0
2013-01-12,2814596.53,2241879.07,572717.46,0
2013-01-13,2919719.62,2279740.92,639978.7000000002,0
2013-01-14,3077677.28,2477490.97,600186.3099999996,0
2013-01-15,2536405.93,2094291.34,442114.5900000001,0
2013-01-16,1849789.43,1445623.48,404165.94999999995,0
2013-01-17,2173214.95,1763012.0,410202.9500000002,0
2013-01-18,2099249.56,1615535.57,483713.99,0
2013-01-19,2477132.79,2033637.15,443495.64000000013,0
2013-01-20,2522776.58,2018671.04,504105.54000000004,0
2013-01-21,4100379.42,3250868.59,849510.8300000001,0
2013-01-22,3538734.12,2801650.02,737084.1000000001,0
2013-01-23,2836455.88,2322088.98,514366.8999999999,0
2013-01-24,2522924.71,2102458.71,420466.0,0
2013-01-25,2823082.71,2273250.41,549832.2999999998,0
2013-01-26,2312290.79,1869897.73,442393.06000000006,0
2013-01-27,3818881.29,3023842.24,795039.0499999998,0
2013-01-28,5008712.77,4035190.91,973521.8599999994,0
2013-01-29,4833870.43,4015854.7,818015.7299999995,0
2013-01-30,4296295.37,3414688.28,881607.0900000003,0
2013-01-31,3378679.46,2731823.14,646856.3199999998,0
2013-02-01,4073777.92,3289266.58,784511.3399999999,0
2013-02-02,2351969.75,1915236.16,436733.5900000001,0
2013-02-03,2743224.75,2293960.05,449264.7000000002,0
2013-02-04,3599084.22,2986552.92,612531.3000000003,0
2013-02-05,3829186.14,3181079.49,648106.6499999999,0
2013-02-06,2313071.08,1919077.04,393994.04000000004,0
2013-02-07,2839296.13,2338660.54,500635.58999999985,0
2013-02-08,2648161.4,2136088.4,512073.0,0
2013-02-09,2957587.36,2354253.06,603334.2999999998,0
2013-02-10,3380985.73,2832001.18,548984.5499999998,0
2013-02-11,4189315.44,3426089.62,763225.8199999998,0
2013-02-12,3967295.55,3276616.25,690679.2999999998,0
2013-02-13,3156812.35,2628245.52,528566.8300000001,0
2013-02-14,3286622.13,2725794.93,560827.1999999997,0
2013-02-15,2860640.37,2293142.09,567498.2800000003,0
2013-02-16,3339909.75,2755975.45,583934.2999999998,0
2013-02-17,3433567.61,2907659.44,525908.1699999999,0
2013-02-18,4473211.04,3823113.82,650097.2200000002,0
2013-02-19,4318301.23,3421155.04,897146.1900000004,0
2013-02-20,3392471.04,2787089.48,605381.56,0
2013-02-21,3412803.18,2676550.95,736252.23,0
2013-02-22,3535377.38,2908690.59,626686.79,0
2013-02-23,4286140.45,3439856.85,846283.6000000001,0
2013-02-24,5419232.89,4431878.1,987354.79,0
2013-02-25,9128225.25,7430696.94,1697528.3099999996,0
2013-02-26,6762535.71,5653323.87,1109211.8399999999,0
2013-02-27,5716765.68,4880975.48,835790.1999999993,0
2013-02-28,4367566.41,3573846.75,793719.6600000001,0
2013-03-01,2693901.21,2256905.73,436995.48,0
2013-03-02,279813.94,236576.31,43237.630000000005,0
2013-03-03,1959484.08,1505793.8,453690.28,0
2013-03-04,1412869.43,1130489.5,282379.92999999993,0
2013-03-05,2440470.72,1954056.55,486414.17000000016,0
2013-03-06,3247761.18,2622451.1,625310.0800000001,0
2013-03-07,4017685.67,3191424.08,826261.5899999999,0
2013-03-08,3622255.55,2838056.23,784199.3199999998,0
2013-03-09,3263371.09,2560913.71,702457.3799999999,0
2013-03-10,3510986.19,2877727.07,633259.1200000001,0
2013-03-11,3242639.13,2568418.97,674220.1599999997,0
2013-03-12,3660190.99,2853606.73,806584.2600000002,0
2013-03-13,4335373.37,3463021.54,872351.8300000001,0
2013-03-14,6692797.3,5359353.2,1333444.0999999996,0
2013-03-15,5330057.69,4206775.58,1123282.1100000003,0
2013-03-16,3591734.21,2762570.88,829163.3300000001,0
2013-03-17,4401297.64,3565497.63,835800.0099999998,0
2013-03-18,4567013.37,3743618.37,823395.0,0
2013-03-19,4645433.62,3929520.42,715913.2000000002,0
2013-03-20,4992105.19,4308112.41,683992.7800000003,0
2013-03-21,7355693.45,6496769.78,858923.6699999999,0
2013-03-22,6603332.26,6021167.98,582164.2799999993,0
2013-03-23,6009508.61,5393148.03,616360.5800000001,0
2013-03-24,5088153.2,4610104.28,478048.9199999999,0
2013-03-25,4694308.82,4169990.65,524318.1700000004,0
2013-03-26,5731432.22,5192620.7,538811.5199999996,0
2013-03-27,6872130.59,6081507.57,790623.0199999996,0
2013-03-28,8099154.93,7239463.63,859691.2999999998,0
2013-03-29,8381683.44,7644413.84,737269.6000000006,0
2013-03-30,11636994.38,10600188.31,1036806.0700000003,0
2013-03-31,9455023.8,8513517.85,941505.9500000011,0
2013-04-01,10313848.23,9188774.52,1125073.710000001,0
2013-04-02,8250013.05,7374699.1,875313.9500000002,0
2013-04-03,8740749.51,7769943.74,970805.7699999996,0
2013-04-04,4270660.8,3779960.51,490700.29000000004,0
2013-04-05,3073716.42,2637291.44,436424.98,0
2013-04-06,3663196.56,3221790.63,441405.93000000017,0
2013-04-07,2924734.26,2598895.09,325839.1699999999,0
2013-04-08,4670874.28,4351446.44,319427.83999999985,0
2013-04-09,4293257.18,3845242.09,448015.08999999985,0
2013-04-10,6011834.78,5327749.04,684085.7400000002,0
2013-04-11,4244755.76,3794688.65,450067.10999999987,0
2013-04-12,4282161.81,3850989.97,431171.8399999994,0
2013-04-13,5214391.75,4691901.42,522490.3300000001,0
2013-04-14,4506492.03,3873550.82,632941.2100000004,0
2013-04-15,5167610.5,4514315.72,653294.7800000003,0
2013-04-16,5887221.88,4755791.57,1131430.3099999996,0
2013-04-17,8104639.53,6617328.78,1487310.75,0
2013-04-18,6536742.64,5253454.75,1283287.8899999997,0
2013-04-19,5871312.85,4657092.08,1214220.7699999996,0
2013-04-20,6012115.71,4722140.67,1289975.04,0
2013-04-21,6323547.99,5021941.78,1301606.21,0
2013-04-22,7292352.56,5866886.82,1425465.7399999993,0
2013-04-23,8757473.08,6907927.03,1849546.0499999998,0
2013-04-24,9358565.61,7286897.36,2071668.249999999,0
2013-04-25,9127283.0,7206948.14,1920334.8600000003,0
2013-04-26,6156392.84,4860244.05,1296148.79,0
2013-04-27,6420235.09,5103697.51,1316537.58,0
2013-04-28,9099343.31,7234100.22,1865243.0900000008,0
2013-04-29,13160942.22,10423989.71,2736952.51,0
2013-04-30,11190466.86,8842281.65,2348185.209999999,0
2013-05-01,13051232.31,10395426.51,2655805.8000000007,0
2013-05-02,11179665.29,8989067.99,2190597.299999999,0
2013-05-03,8173550.12,6507576.59,1665973.5300000003,0
2013-05-04,3225175.57,2586608.79,638566.7799999998,0
2013-05-05,3906711.0,3268319.42,638391.5800000001,0
2013-05-06,4311626.38,3384442.35,927184.0299999998,0
2013-05-07,3763332.37,3079887.85,683444.52,0
2013-05-08,5458168.5,4267785.48,1190383.0199999996,0
2013-05-09,5815611.07,4647084.74,1168526.33,0
2013-05-10,4248246.45,3392369.6,855876.8500000001,0
2013-05-11,4388803.6,3347274.34,1041529.2599999998,0
2013-05-12,4298069.68,3423974.02,874095.6599999997,0
2013-05-13,4663488.62,3677688.54,985800.0800000001,0
2013-05-14,5622176.45,4515976.68,1106199.7700000005,0
2013-05-15,6416011.44,5136196.06,1279815.3800000008,0
2013-05-16,7727680.05,6101584.58,1626095.4699999997,0
2013-05-17,6520355.77,5213542.1,1306813.67,0
2013-05-18,5126131.05,4165368.61,960762.44,0
2013-05-19,5417543.03,4323889.4,1093653.63,0
2013-05-20,5837064.06,4872375.63,964688.4299999997,0
2013-05-21,5156527.79,4086850.49,1069677.2999999998,0
2013-05-22,6977473.78,5617374.39,1360099.3900000006,0
2013-05-23,9166919.02,7150676.62,2016242.3999999994,0
2013-05-24,6670030.19,5242528.96,1427501.2300000004,0
2013-05-25,5054594.94,3916382.21,1138212.7300000004,0
2013-05-26,3649585.05,2889501.26,760083.79,0
2013-05-27,4403026.04,3471897.02,931129.02,0
2013-05-28,6274027.61,4977411.59,1296616.0200000005,0
2013-05-29,7359639.59,5841803.19,1517836.3999999994,0
2013-05-30,12828293.48,10036927.65,2791365.83,0
2013-05-31,13809349.18,11231361.14,2577988.039999999,0
2013-06-01,13162597.88,10314262.16,2848335.7200000007,0
2013-06-02,12079925.72,9610953.04,2468972.6800000016,0
2013-06-03,9411997.25,7525850.2,1886147.0499999998,0
2013-06-04,5397308.75,4297393.33,1099915.42,0
2013-06-05,6860958.96,5505167.85,1355791.1100000003,0
2013-06-06,5692902.11,4632206.37,1060695.7400000002,0
2013-06-07,3843507.28,2986865.05,856642.23,0
2013-06-08,3646959.35,2897196.14,749763.21,0
2013-06-09,3880132.51,3070545.08,809587.4299999997,0
2013-06-10,4476887.83,3582347.82,894540.0100000002,0
2013-06-11,5003847.86,3903592.44,1100255.4200000004,0
2013-06-12,7209020.15,5796177.46,1412842.6900000004,0
2013-06-13,6845836.24,5559998.61,1285837.63,0
2013-06-14,4871516.57,3975403.65,896112.9200000004,0
2013-06-15,5166292.57,4029821.84,1136470.7300000004,0
2013-06-16,5794009.15,4551326.63,1242682.5200000005,0
2013-06-17,5795298.96,4637293.92,1158005.04,0
2013-06-18,6632615.61,5459331.17,1173284.4400000004,0
2013-06-19,7437341.02,6031157.35,1406183.67,0
2013-06-20,7078652.68,5515676.8,1562975.88,0
2013-06-21,5526354.45,4396745.86,1129608.5899999999,0
2013-06-22,5117274.96,4111300.17,1005974.79,0
2013-06-23,5844565.63,4855247.11,989318.5199999996,0
2013-06-24,5243774.5,4800223.91,443550.58999999985,0
2013-06-25,6728887.1,6142934.34,585952.7599999998,0
2013-06-26,8817278.13,8290194.65,527083.4800000004,0
2013-06-27,7748199.74,7462815.86,285383.8799999999,0
2013-06-28,6285354.21,6043485.1,241869.11000000034,0
2013-06-29,9546012.78,9167617.84,378394.9399999995,0
2013-06-30,7372318.59,7149429.97,222888.6200000001,0
2013-07-01,6359864.53,6248239.94,111624.58999999985,0
2013-07-02,7209130.33,6927420.38,281709.9500000002,0
2013-07-03,8038680.63,7869401.17,169279.45999999996,0
2013-07-04,2521315.44,2408274.98,113040.45999999996,0
2013-07-05,2494107.65,2432073.97,62033.6799999997,0
2013-07-06,2452372.43,2331799.51,120572.92000000039,0
2013-07-07,2958215.01,2950992.63,7222.379999999888,0
2013-07-08,2571901.18,2450996.77,120904.41000000015,0
2013-07-09,4624825.33,4592718.95,32106.37999999989,0
2013-07-10,3855254.64,3797797.81,57456.830000000075,0
2013-07-11,5785320.61,5626075.87,159244.74000000022,0
2013-07-12,6053300.71,5886949.95,166350.75999999978,0
2013-07-13,4161301.31,3995435.41,165865.8999999999,0
2013-07-14,4482102.22,4419156.67,62945.549999999814,0
2013-07-15,4387240.36,4219310.04,167930.3200000003,0
2013-07-16,4411030.39,4135243.61,275786.7799999998,0
2013-07-17,4475453.64,4375610.63,99843.00999999978,0
2013-07-18,6265533.39,6163756.55,101776.83999999985,0
2013-07-19,6310739.5,5960928.51,349810.9900000002,0
2013-07-20,4157746.85,3978173.28,179573.5700000003,0
2013-07-21,4847680.2,4301699.27,545980.9300000006,0
2013-07-22,5926190.4,5032346.99,893843.4100000001,0
2013-07-23,4436778.28,3552350.42,884427.8600000003,0
2013-07-24,7329505.1,5924978.27,1404526.83,0
2013-07-25,6342757.31,4978292.65,1364464.6599999992,0
2013-07-26,6941436.71,5543496.22,1397940.4900000002,0
2013-07-27,4353958.13,3499528.32,854429.81,0
2013-07-28,6017516.42,4917333.26,1100183.1600000001,0
2013-07-29,8158241.16,6599164.67,1559076.4900000002,0
2013-07-30,7711378.77,7073525.07,637853.6999999993,0
2013-07-31,10104475.36,10851542.12,-747066.7599999998,1
2013-08-01,10998208.4,12167214.07,-1169005.67,1
2013-08-02,7422715.15,9601836.11,-2179120.959999999,1
2013-08-03,5599602.67,7786528.35,-2186925.6799999997,1
2013-08-04,5021938.29,7089757.76,-2067819.4699999997,1
2013-08-05,2231563.34,3064145.21,-832581.8700000001,1
2013-08-06,2493225.51,3592496.3,-1099270.79,1
2013-08-07,2638845.23,3381813.66,-742968.4300000002,1
2013-08-08,3065089.0,4223344.7,-1158255.7000000002,1
2013-08-09,2598855.08,3418548.13,-819693.0499999998,1
2013-08-10,1776113.02,2320738.01,-544624.9899999998,1
2013-08-11,2074476.53,2834815.33,-760338.8,1
2013-08-12,1933036.01,2566277.36,-633241.3499999999,1
2013-08-13,2531884.21,3266499.42,-734615.21,1
2013-08-14,2791478.67,3740726.27,-949247.6000000001,1
2013-08-15,3665019.45,4896607.22,-1231587.7699999996,1
2013-08-16,3619170.1,4661015.06,-1041844.9599999995,1
2013-08-17,3066137.96,4129676.85,-1063538.8900000001,1
2013-08-18,2385617.18,2947242.18,-561625.0,1
2013-08-19,2870843.18,3669528.41,-798685.23,1
2013-08-20,2730112.88,3528369.0,-798256.1200000001,1
2013-08-21,2707776.73,3591906.04,-884129.31,1
2013-08-22,3821233.2,5275320.79,-1454087.5899999999,1
2013-08-23,3454696.96,4693020.59,-1238323.63,1
2013-08-24,2837188.07,4087795.83,-1250607.7600000002,1
2013-08-25,3018860.44,3945685.24,-926824.8000000003,1
2013-08-26,3465971.03,4845153.03,-1379182.0000000005,1
2013-08-27,3008572.56,3950990.04,-942417.48,1
2013-08-28,3749158.5,4845899.79,-1096741.29,1
2013-08-29,6385124.62,8251851.88,-1866727.2599999998,1
2013-08-30,5499141.72,7247803.25,-1748661.5300000003,1
2013-08-31,6810100.27,8325085.12,-1514984.8500000006,1
2013-09-01,6018993.92,6937336.62,-918342.7000000002,1
2013-09-02,5386759.65,5986639.99,-599880.3399999999,1
2013-09-03,4126941.12,3701795.41,425145.70999999996,0
2013-09-04,5401049.96,4808183.3,592866.6600000001,0
2013-09-05,3168900.6,2729766.04,439134.56000000006,0
2013-09-06,2705040.33,2367475.06,337565.27,0
2013-09-07,2468479.29,2187848.67,280630.6200000001,0
2013-09-08,3056823.21,2611808.27,445014.93999999994,0
2013-09-09,3771227.87,3399993.99,371233.8799999999,0
2013-09-10,5357130.97,4737093.81,620037.1600000001,0
2013-09-11,4636476.74,4075727.91,560748.8300000001,0
2013-09-12,3865949.23,3502787.78,363161.4500000002,0
2013-09-13,3034568.95,2783517.1,251051.8500000001,0
2013-09-14,3664631.38,3289032.18,375599.1999999997,0
2013-09-15,3078369.62,2753095.6,325274.02,0
2013-09-16,3927167.34,3489729.16,437438.1799999997,0
2013-09-17,5410121.46,4728526.43,681595.0300000003,0
2013-09-18,4460453.69,3992756.75,467696.9400000004,0
2013-09-19,2995364.48,2599191.98,396172.5,0
2013-09-20,3316913.08,3045593.87,271319.20999999996,0
2013-09-21,3799564.88,3399323.86,400241.02,0
2013-09-22,3243304.2,2980813.06,262491.14000000013,0
2013-09-23,4426354.9,3977701.82,448653.08000000054,0
2013-09-24,4673257.46,4051335.39,621922.0699999998,0
2013-09-25,4851490.55,4336304.71,515185.83999999985,0
2013-09-26,4120039.5,3761711.17,358328.3300000001,0
2013-09-27,4676571.41,4202205.54,474365.8700000001,0
2013-09-28,7035889.97,6246182.51,789707.46,0
2013-09-29,5087376.98,4359895.07,727481.9100000001,0
2013-09-30,5768935.23,5117966.77,650968.4600000009,0
2013-10-01,5389130.81,4591599.54,797531.2699999996,0
2013-10-02,5393969.29,4651419.05,742550.2400000002,0
2013-10-03,2026611.74,1672946.51,353665.23,0
2013-10-04,2912944.43,2284930.64,628013.79,0
2013-10-05,2463961.82,1952842.64,511119.17999999993,0
2013-10-06,2875234.12,2170808.86,704425.2600000002,0
2013-10-07,2084519.3,1674894.34,409624.95999999996,0
2013-10-08,2982770.86,2404722.52,578048.3399999999,0
2013-10-09,3524600.98,2822967.5,701633.48,0
2013-10-10,4018321.34,3267316.51,751004.8300000001,0
2013-10-11,1938342.36,1556262.82,382079.54000000004,0
2013-10-12,3170838.37,2562812.71,608025.6600000001,0
2013-10-13,3719451.39,2946745.46,772705.9300000002,0
2013-10-14,3097590.81,2398025.79,699565.02,0
2013-10-15,4062456.23,3281418.54,781037.69,0
2013-10-16,4801027.51,3944302.72,856724.7899999996,0
2013-10-17,3348412.32,2713865.33,634546.9899999998,0
2013-10-18,3238854.55,2560313.88,678540.6699999999,0
2013-10-19,3376648.2,2769325.22,607322.98,0
2013-10-20,2888479.98,2302148.44,586331.54,0
2013-10-21,3409990.75,2751364.44,658626.31,0
2013-10-22,3932052.89,3189287.97,742764.9199999999,0
2013-10-23,4895108.72,3861527.06,1033581.6599999997,0
2013-10-24,4333852.18,3403031.49,930820.6899999995,0
2013-10-25,3503713.92,2743366.59,760347.3300000001,0
2013-10-26,2923604.47,2331573.03,592031.4400000004,0
2013-10-27,2949737.88,2365410.99,584326.8899999997,0
2013-10-28,3235799.73,2588267.2,647532.5299999998,0
2013-10-29,5981959.98,4833162.34,1148797.6400000006,0
2013-10-30,6960811.52,5563340.73,1397470.789999999,0
2013-10-31,5649038.29,4525813.51,1123224.7800000003,0
